Name,Calories,Serving Size,Fat(g),Carbohydrate(g),Protein(g),Cholesterol(mg),Sodium(mg),Category,URL
Cucumber Slices With Dill,120,8,0.3 ,30,1 ,0 ,295 ,Low Fat,https://www.allrecipes.com/recipe/18304/cucumber-slices-with-dill/
Fruit Salsa with Cinnamon Tortilla Chips,70,32,1.8 ,12.5,1.3 ,0 ,86 ,Low Fat,https://www.allrecipes.com/recipe/26796/fruit-salsa-with-cinnamon-tortilla-chips/
Brownie Mix in a Jar II,118,24,2 ,25.4,1.3 ,0 ,118 ,Low Fat,https://www.allrecipes.com/recipe/10646/brownie-mix-in-a-jar-ii/
Raspberry-Glazed Rosemary Chicken,240,8,1.6 ,28.1,27.5 ,68 ,92 ,Low Fat,https://www.allrecipes.com/recipe/87097/raspberry-glazed-rosemary-chicken/
Sarah's Salsa,9,32,0 ,1.7,0.4 ,0 ,95 ,Low Fat,https://www.allrecipes.com/recipe/26942/sarahs-salsa/
Baked Sweet Potatoes with Ginger and Honey,162,12,2.3 ,34.9,1.9 ,0 ,63 ,Low Fat,https://www.allrecipes.com/recipe/9076/baked-sweet-potatoes-with-ginger-and-honey/
Slow Cooker Vegetable Chili,149,6,2.4 ,30.1,6.3 ,0 ,1039 ,Low Fat,https://www.allrecipes.com/recipe/18450/slow-cooker-vegetable-chili/
Slow Cooker Barbeque Chicken,364,4,2.8 ,59.9,23.1 ,61 ,1464 ,Low Fat,https://www.allrecipes.com/recipe/235111/slow-cooker-barbeque-chicken/
Mexican Cucumber Salad,75,6,1 ,17,2.6 ,0 ,387 ,Low Fat,https://www.allrecipes.com/recipe/56136/mexican-cucumber-salad/
Friendship Soup Mix in a Jar,101,16,0.6 ,19.2,4.9 ,< 1 ,444 ,Low Fat,https://www.allrecipes.com/recipe/16927/friendship-soup-mix-in-a-jar/
Pumpkin Puree,189,5,0.7 ,47.2,7.3 ,0 ,7 ,Low Fat,https://www.allrecipes.com/recipe/22935/pumpkin-puree/
Fruity Fun Skewers,61,5,0.3 ,15.4,0.9 ,0 ,5 ,Low Fat,https://www.allrecipes.com/recipe/142779/fruity-fun-skewers/
Oriental Dipping Sauce,35,4,0.9 ,5.6,1.3 ,< 1 ,1031 ,Low Fat,https://www.allrecipes.com/recipe/17137/oriental-dipping-sauce/
Fresh California Salsa,12,16,0.1 ,2.7,0.5 ,0 ,3 ,Low Fat,https://www.allrecipes.com/recipe/14137/fresh-california-salsa/
Ex-Girlfriend's Mom's Salsa Fresca (Pico de Gallo),29,6,0.2 ,6.9,1.1 ,0 ,394 ,Low Fat,https://www.allrecipes.com/recipe/222041/ex-girlfriends-moms-salsa-fresca-pico-de-gallo/
Dry Onion Soup Mix,34,4,1.1 ,4.5,1.6 ,< 1 ,81 ,Low Fat,https://www.allrecipes.com/recipe/217155/dry-onion-soup-mix/
Spicy Fish Soup,146,4,1.7 ,12.2,19.3 ,46 ,874 ,Low Fat,https://www.allrecipes.com/recipe/16858/spicy-fish-soup/
Doreen's Ham Slices on the Grill,245,4,1.3 ,58,2.7 ,8 ,260 ,Low Fat,https://www.allrecipes.com/recipe/25454/doreens-ham-slices-on-the-grill/
Honey Soy Tilapia,218,2,1.4 ,33.3,19.4 ,31 ,1399 ,Low Fat,https://www.allrecipes.com/recipe/218941/honey-soy-tilapia/
Slow Cooker Boneless Turkey Breast,468,12,2.6 ,5.5,99.7 ,273 ,815 ,Low Fat,https://www.allrecipes.com/recipe/229664/slow-cooker-boneless-turkey-breast/
Hard Candy,124,36,0 ,32.2,0 ,0 ,9 ,Low Fat,https://www.allrecipes.com/recipe/35842/hard-candy/
Maryland Crab Soup,165,10,1.3 ,21.5,17.8 ,52 ,882 ,Low Fat,https://www.allrecipes.com/recipe/13437/maryland-crab-soup/
Lobster Tails Steamed in Beer,209,2,1.7 ,4.1,36.1 ,180 ,566 ,Low Fat,https://www.allrecipes.com/recipe/21333/lobster-tails-steamed-in-beer/
Tomato Cucumber Salad,31,4,0.3 ,7.1,1.3 ,0 ,6 ,Low Fat,https://www.allrecipes.com/recipe/14157/tomato-cucumber-salad/
Lemony Steamed Fish,142,6,1.1 ,1.9,29.7 ,61 ,184 ,Low Fat,https://www.allrecipes.com/recipe/12768/lemony-steamed-fish/
Cider Vinegar Chicken,141,6,2.8 ,0.9,24.6 ,67 ,1571 ,Low Fat,https://www.allrecipes.com/recipe/15889/cider-vinegar-chicken/
Orange Chicken,237,6,1.5 ,27.8,27.9 ,68 ,97 ,Low Fat,https://www.allrecipes.com/recipe/24792/orange-chicken/
Salsa De Tomatillo,10,16,0.2 ,2,0.3 ,0 ,< 1 ,Low Fat,https://www.allrecipes.com/recipe/24616/salsa-de-tomatillo/
No-Oat Apple Crisp,184,12,1.6 ,42.5,1.9 ,18 ,136 ,Low Fat,https://www.allrecipes.com/recipe/12205/no-oat-apple-crisp/
Penne Pasta with Cannellini Beans and Escarole,310,8,2 ,60.1,13.7 ,0 ,268 ,Low Fat,https://www.allrecipes.com/recipe/54621/penne-pasta-with-cannellini-beans-and-escarole/
Merenges,22,50,0 ,5.4,0.3 ,0 ,4 ,Low Fat,https://www.allrecipes.com/recipe/87455/merenges/
Curry Chicken Salad,77,6,1.6 ,1,14 ,37 ,46 ,Low Fat,https://www.allrecipes.com/recipe/9042/curry-chicken-salad/
Hearty Chicken and Rice Soup,167,8,2.8 ,18.3,16.1 ,22 ,998 ,Low Fat,https://www.allrecipes.com/recipe/231291/hearty-chicken-and-rice-soup/
Mexican Bean Burgers,151,8,1.2 ,29.7,7 ,0 ,609 ,Low Fat,https://www.allrecipes.com/recipe/13963/mexican-bean-burgers/
Candied Apples II,237,15,0.2 ,62.5,0.4 ,0 ,15 ,Low Fat,https://www.allrecipes.com/recipe/21134/candied-apples-ii/
BBQ Chicken Salad,168,4,2.2 ,23.6,14.7 ,34 ,473 ,Low Fat,https://www.allrecipes.com/recipe/8870/bbq-chicken-salad/
Spinach-Stuffed Flounder with Mushrooms and Feta,131,4,2.2 ,3.6,24.5 ,56 ,164 ,Low Fat,https://www.allrecipes.com/recipe/21729/spinach-stuffed-flounder-with-mushrooms-and-feta/
Garlic Ranch Chicken,232,4,2.2 ,22.6,28 ,69 ,779 ,Low Fat,https://www.allrecipes.com/recipe/14517/garlic-ranch-chicken/
Barley and Mushrooms with Beans,202,6,2.1 ,39,9.1 ,0 ,245 ,Low Fat,https://www.allrecipes.com/recipe/50501/barley-and-mushrooms-with-beans/
Harvard Beets,207,3,0 ,53.1,0.1 ,0 ,14 ,Low Fat,https://www.allrecipes.com/recipe/23620/harvard-beets/
Zesty Tuna Salad,107,2,2.4 ,4.1,16.5 ,20 ,145 ,Low Fat,https://www.allrecipes.com/recipe/14198/zesty-tuna-salad/
Spanish Rice,269,6,2.9 ,54.8,5.2 ,0 ,153 ,Low Fat,https://www.allrecipes.com/recipe/16652/spanish-rice/
Tangy Poppy Seed Fruit Salad,178,4,0.9 ,45.1,1.9 ,0 ,4 ,Low Fat,https://www.allrecipes.com/recipe/22768/tangy-poppy-seed-fruit-salad/
Sweet Chili Thai Sauce,34,24,0 ,8.7,0 ,0 ,5 ,Low Fat,https://www.allrecipes.com/recipe/87872/sweet-chili-thai-sauce/
Rice with Herbes de Provence,169,4,0.3 ,37.1,3.3 ,0 ,82 ,Low Fat,https://www.allrecipes.com/recipe/89408/rice-with-herbes-de-provence/
Cranberry Waldorf,75,12,2 ,14,1.7 ,< 1 ,22 ,Low Fat,https://www.allrecipes.com/recipe/13580/cranberry-waldorf/
Nannie's Hot Milk Sponge Cake,207,14,1.9 ,43.4,4.2 ,55 ,97 ,Low Fat,https://www.allrecipes.com/recipe/8434/nannies-hot-milk-sponge-cake/
Vegan Black Bean Burgers,264,4,1.4 ,51.7,11.6 ,0 ,1264 ,Low Fat,https://www.allrecipes.com/recipe/222247/vegan-black-bean-burgers/
Fresh Applesauce,186,8,0.3 ,48.6,0.5 ,0 ,5 ,Low Fat,https://www.allrecipes.com/recipe/15733/fresh-applesauce/
Apricot Glazed Chicken,296,5,1.9 ,35.1,33.7 ,83 ,227 ,Low Fat,https://www.allrecipes.com/recipe/8861/apricot-glazed-chicken/
French Toast Waffles,123,6,2.5 ,19.9,4.7 ,64 ,354 ,Low Fat,https://www.allrecipes.com/recipe/18053/french-toast-waffles/
Moroccan Couscous,246,8,2.6 ,48.1,8.4 ,0 ,263 ,Low Fat,https://www.allrecipes.com/recipe/105045/moroccan-couscous/
Glorious Sponge Cake,124,14,2.2 ,22.5,3.5 ,80 ,72 ,Low Fat,https://www.allrecipes.com/recipe/7323/glorious-sponge-cake/
Ty's Barbequed Chicken,166,5,0.6 ,29.8,11.6 ,27 ,349 ,Low Fat,https://www.allrecipes.com/recipe/14534/tys-barbequed-chicken/
Sweet Potato-Turkey Meatloaf,336,4,2.7 ,43,33.8 ,117 ,2478 ,Low Fat,https://www.allrecipes.com/recipe/150749/sweet-potato-turkey-meatloaf/
Hard Rock Candy,100,48,0 ,26.1,0 ,0 ,6 ,Low Fat,https://www.allrecipes.com/recipe/9468/hard-rock-candy/
Chicken Chili Soup,160,18,1.1 ,21,16.5 ,26 ,427 ,Low Fat,https://www.allrecipes.com/recipe/26377/chicken-chili-soup/
Miracle Soup,91,20,1.3 ,12.3,8.8 ,35 ,650 ,Low Fat,https://www.allrecipes.com/recipe/23624/miracle-soup/
The Easiest Blackened Chicken,186,4,1.5 ,13.9,27.4 ,68 ,744 ,Low Fat,https://www.allrecipes.com/recipe/15536/the-easiest-blackened-chicken/
Shrimp Salsa,26,12,0.4 ,1.7,4.1 ,29 ,223 ,Low Fat,https://www.allrecipes.com/recipe/214182/shrimp-salsa/
Bloody Mary Chicken,181,4,1.5 ,11,29.3 ,68 ,1163 ,Low Fat,https://www.allrecipes.com/recipe/8755/bloody-mary-chicken/
Old-World Cabbage Soup,39,20,0.2 ,8.4,1.2 ,0 ,269 ,Low Fat,https://www.allrecipes.com/recipe/13100/old-world-cabbage-soup/
Curried Chicken and Brown Rice Casserole,241,4,2 ,34.5,22.7 ,50 ,620 ,Low Fat,https://www.allrecipes.com/recipe/82813/curried-chicken-and-brown-rice-casserole/
Roasted Tomatillo and Garlic Salsa,13,20,0.3 ,2.5,0.5 ,0 ,2 ,Low Fat,https://www.allrecipes.com/recipe/71933/roasted-tomatillo-and-garlic-salsa/
Sweet and Sour Dipping Sauce,46,8,1.2 ,8.9,0.1 ,0 ,44 ,Low Fat,https://www.allrecipes.com/recipe/15493/sweet-and-sour-dipping-sauce/
Cucumber-Mango Salsa,32,16,0.1 ,8.2,0.4 ,0 ,2 ,Low Fat,https://www.allrecipes.com/recipe/165225/cucumber-mango-salsa/
Leslie's Ham Lentil Soup,216,6,1.1 ,37.9,15.6 ,< 1 ,539 ,Low Fat,https://www.allrecipes.com/recipe/231408/leslies-ham-lentil-soup/
Spaghetti With Marinara Sauce,273,8,1.3 ,55.9,10.3 ,0 ,716 ,Low Fat,https://www.allrecipes.com/recipe/12040/spaghetti-with-marinara-sauce/
Very Easy Fruit Salad,142,10,0.6 ,34.7,1.8 ,0 ,12 ,Low Fat,https://www.allrecipes.com/recipe/14147/very-easy-fruit-salad/
Picante Chicken,175,2,1.8 ,8.7,28.8 ,68 ,1082 ,Low Fat,https://www.allrecipes.com/recipe/8989/picante-chicken/
Spicy Mango Salsa,35,10,0.1 ,8.7,0.4 ,0 ,3 ,Low Fat,https://www.allrecipes.com/recipe/15059/spicy-mango-salsa/
Green Velvet Soup,120,8,0.8 ,24.4,5.5 ,0 ,389 ,Low Fat,https://www.allrecipes.com/recipe/24415/green-velvet-soup/
Frosted Cranberries,39,24,0 ,10,0.1 ,< 1 ,1 ,Low Fat,https://www.allrecipes.com/recipe/94582/frosted-cranberries/
Fresh Fruit and Yogurt Ice Pops,83,8,1.1 ,15.8,3.5 ,4 ,43 ,Low Fat,https://www.allrecipes.com/recipe/143168/fresh-fruit-and-yogurt-ice-pops/
Hearty Vegan Slow-Cooker Chili,134,15,2.4 ,24.8,6.3 ,0 ,617 ,Low Fat,https://www.allrecipes.com/recipe/215311/hearty-vegan-slow-cooker-chili/
Lemon Sorbet,71,6,0 ,18.9,0.1 ,0 ,< 1 ,Low Fat,https://www.allrecipes.com/recipe/77853/lemon-sorbet/
Tuna Salad With Fresh Dill,41,5,0.3 ,2.3,6.9 ,8 ,78 ,Low Fat,https://www.allrecipes.com/recipe/14225/tuna-salad-with-fresh-dill/
German Lentil Soup,221,8,2.3 ,34.2,16 ,10 ,608 ,Low Fat,https://www.allrecipes.com/recipe/13148/german-lentil-soup/
Curried Quinoa Salad with Mango,162,4,2.4 ,31.1,5.3 ,< 1 ,553 ,Low Fat,https://www.allrecipes.com/recipe/164130/curried-quinoa-salad-with-mango/
Grinch Kabobs,18,24,0.1 ,4.4,0.2 ,0 ,2 ,Low Fat,https://www.allrecipes.com/recipe/240180/grinch-kabobs/
Japanese Onion Soup,25,6,0.2 ,4.4,1.4 ,< 1 ,257 ,Low Fat,https://www.allrecipes.com/recipe/49278/japanese-onion-soup/
No-Guilt Zesty Ranch Dip,23,16,0.3 ,2.9,2.1 ,2 ,96 ,Low Fat,https://www.allrecipes.com/recipe/199476/no-guilt-zesty-ranch-dip/
"Mango, Peach and Pineapple Salsa",40,16,0.2 ,9.8,0.8 ,0 ,150 ,Low Fat,https://www.allrecipes.com/recipe/166482/mango-peach-and-pineapple-salsa/
No Sugar Oatmeal Cookies,52,24,0.5 ,11.2,1.2 ,0 ,3 ,Low Fat,https://www.allrecipes.com/recipe/233012/no-sugar-oatmeal-cookies/
Super Summer Salsa,206,6,1.1 ,46.5,6.7 ,0 ,542 ,Low Fat,https://www.allrecipes.com/recipe/87851/super-summer-salsa/
Fiesta Slow Cooker Shredded Chicken Tacos,71,8,1.2 ,2.4,11.2 ,30 ,415 ,Low Fat,https://www.allrecipes.com/recipe/242342/fiesta-slow-cooker-shredded-chicken-tacos/
Snow Cone Syrup II,129,12,0 ,33.3,0 ,0 ,5 ,Low Fat,https://www.allrecipes.com/recipe/73492/snow-cone-syrup-ii/
Whiskey Chicken,288,2,1.6 ,24.3,28.8 ,68 ,983 ,Low Fat,https://www.allrecipes.com/recipe/25491/whiskey-chicken/
Javi's Really Real Mexican Ceviche,204,12,3 ,10.6,35.1 ,253 ,859 ,Low Fat,https://www.allrecipes.com/recipe/85559/javis-really-real-mexican-ceviche/
Mango Sorbet,94,12,0.2 ,24.6,0.4 ,0 ,2 ,Low Fat,https://www.allrecipes.com/recipe/86396/mango-sorbet/
Cookie Mix in a Jar III,67,36,0.4 ,15.4,1.1 ,0 ,69 ,Low Fat,https://www.allrecipes.com/recipe/10644/cookie-mix-in-a-jar-iii/
Easiest Spicy Cod,172,4,1.3 ,8.2,31.8 ,61 ,884 ,Low Fat,https://www.allrecipes.com/recipe/19478/easiest-spicy-cod/
Instant Pot® Vegan Cabbage Detox Soup,67,6,0.4 ,13.4,2.3 ,0 ,348 ,Low Fat,https://www.allrecipes.com/recipe/261823/instant-pot-vegan-cabbage-detox-soup/
Cranberry Waldorf with Yogurt,100,9,2.6 ,18.7,2.2 ,1 ,29 ,Low Fat,https://www.allrecipes.com/recipe/9114/cranberry-waldorf-with-yogurt/
Minestrone Soup,399,9,2.4 ,80.9,19.6 ,< 1 ,382 ,Low Fat,https://www.allrecipes.com/recipe/14118/minestrone-soup/
Cinnamon Chicken,143,4,1.7 ,3,27.7 ,68 ,1822 ,Low Fat,https://www.allrecipes.com/recipe/16759/cinnamon-chicken/
Orange Cilantro Rice,171,6,1.9 ,34.6,3.4 ,4 ,209 ,Low Fat,https://www.allrecipes.com/recipe/85856/orange-cilantro-rice/
Canadian Yellow Split Pea Soup with Ham,172,12,0.1 ,31.9,11.8 ,0 ,995 ,Low Fat,https://www.allrecipes.com/recipe/234017/canadian-yellow-split-pea-soup-with-ham/
Onion Soup Mix,16,4,0.2 ,2.9,0.9 ,< 1 ,937 ,Low Fat,https://www.allrecipes.com/recipe/215693/onion-soup-mix/
Frosted Grapes,119,8,0.7 ,29.2,1.7 ,0 ,50 ,Low Fat,https://www.allrecipes.com/recipe/100089/frosted-grapes/
Green Salsa,15,16,0.2 ,3.1,0.5 ,0 ,84 ,Low Fat,https://www.allrecipes.com/recipe/26806/green-salsa/
Soy and Garlic Marinated Chicken,152,4,2.8 ,3.4,26.7 ,67 ,1863 ,Low Fat,https://www.allrecipes.com/recipe/16174/soy-and-garlic-marinated-chicken/
Vegan Split Pea Soup II,156,6,2.3 ,25.1,9.4 ,0 ,401 ,Low Fat,https://www.allrecipes.com/recipe/21114/vegan-split-pea-soup-ii/
No Crust Strawberry Pie,57,8,0.3 ,14.2,1 ,0 ,158 ,Low Fat,https://www.allrecipes.com/recipe/15072/no-crust-strawberry-pie/
Creamy Corn Chowder,294,6,2.1 ,63.1,10.6 ,0 ,516 ,Low Fat,https://www.allrecipes.com/recipe/21844/creamy-corn-chowder/
Baked Beans I,261,6,2.1 ,53.5,7.4 ,3 ,635 ,Low Fat,https://www.allrecipes.com/recipe/18244/baked-beans-i/
Pioneer Cut Dumplings from the 1800's,195,8,1.7 ,37.2,6.6 ,26 ,458 ,Low Fat,https://www.allrecipes.com/recipe/72741/pioneer-cut-dumplings-from-the-1800s/
Fresh Spring Rolls With Thai Dipping Sauce,59,6,0.3 ,8.9,3.4 ,20 ,168 ,Low Fat,https://www.allrecipes.com/recipe/77527/fresh-spring-rolls-with-thai-dipping-sauce/
Carrot Salad,58,8,1.8 ,10.5,1.1 ,0 ,22 ,Low Fat,https://www.allrecipes.com/recipe/14468/carrot-salad/
Clone of a Pretzel Dip,55,16,0.7 ,12.5,0.7 ,0 ,114 ,Low Fat,https://www.allrecipes.com/recipe/215358/clone-of-a-pretzel-dip/
Tortilla and Bean Soup,205,12,1.4 ,29.6,16.9 ,23 ,1091 ,Low Fat,https://www.allrecipes.com/recipe/13376/tortilla-and-bean-soup/
Brownie Oat Cookies,129,12,0.8 ,29.5,2.6 ,0 ,105 ,Low Fat,https://www.allrecipes.com/recipe/10400/brownie-oat-cookies/
Carrot Cake II,167,18,2.4 ,34.1,3.9 ,< 1 ,171 ,Low Fat,https://www.allrecipes.com/recipe/7254/carrot-cake-ii/
Old-Fashioned Divinity Candy,114,18,0 ,29.3,0.4 ,0 ,44 ,Low Fat,https://www.allrecipes.com/recipe/15652/old-fashioned-divinity-candy/
Homemade Horseradish,12,10,0 ,2.5,0.4 ,0 ,59 ,Low Fat,https://www.allrecipes.com/recipe/17435/homemade-horseradish/
Asian Mushroom Soup,192,6,1.7 ,20.2,23.5 ,43 ,630 ,Low Fat,https://www.allrecipes.com/recipe/78015/asian-mushroom-soup/
Spiced Pears and Pomegranate,164,4,1.9 ,38.9,1.7 ,0 ,5 ,Low Fat,https://www.allrecipes.com/recipe/56148/spiced-pears-and-pomegranate/
German Chicken,253,4,1.9 ,29.2,28.6 ,68 ,1794 ,Low Fat,https://www.allrecipes.com/recipe/8781/german-chicken/
Savory Slow Cooker Squash and Apple Dish,123,10,0.4 ,32.3,1.6 ,0 ,6 ,Low Fat,https://www.allrecipes.com/recipe/213042/savory-slow-cooker-squash-and-apple-dish/
Pure Maple Candy,113,18,2.2 ,23.9,0.5 ,0 ,3 ,Low Fat,https://www.allrecipes.com/recipe/142723/pure-maple-candy/
Pineapple Orange Sorbet,95,10,0.1 ,24.2,0.6 ,0 ,1 ,Low Fat,https://www.allrecipes.com/recipe/75595/pineapple-orange-sorbet/
Irish Soda Bread,511,8,8.6 ,99.5,11.3 ,67 ,543 ,St. Patrick's Day,https://www.allrecipes.com/recipe/18456/irish-soda-bread/
Irish Soda Bread Muffins,252,12,5 ,47.4,5.5 ,27 ,377 ,St. Patrick's Day,https://www.allrecipes.com/recipe/256753/irish-soda-bread-muffins/
Kimchi Corned Beef,500,10,30.5 ,23.2,32.5 ,156 ,2427 ,St. Patrick's Day,https://www.allrecipes.com/recipe/264005/kimchi-corned-beef/
Instant Pot® Irish Stew,389,4,22 ,26.2,21.8 ,80 ,440 ,St. Patrick's Day,https://www.allrecipes.com/recipe/270205/instant-pot-irish-stew/
Fried Irish Cabbage with Bacon,220,6,17.8 ,7.3,8.5 ,30 ,468 ,St. Patrick's Day,https://www.allrecipes.com/recipe/220584/fried-irish-cabbage-with-bacon/
Beer Braised Irish Stew and Colcannon,453,8,24.4 ,30.2,25.3 ,89 ,651 ,St. Patrick's Day,https://www.allrecipes.com/recipe/213340/beer-braised-irish-stew-and-colcannon/
St. Patrick's Colcannon,524,8,33.5 ,38.2,20 ,95 ,190 ,St. Patrick's Day,https://www.allrecipes.com/recipe/138020/st-patricks-colcannon/
Amazingly Easy Irish Soda Bread,172,20,7.5 ,22.5,3.5 ,16 ,269 ,St. Patrick's Day,https://www.allrecipes.com/recipe/16947/amazingly-easy-irish-soda-bread/
Diane's Colcannon,250,8,12.6 ,29.8,5.8 ,26 ,217 ,St. Patrick's Day,https://www.allrecipes.com/recipe/58642/dianes-colcannon/
Irish Cream Chocolate Cheesecake,457,12,29.2 ,42.4,8.1 ,123 ,298 ,St. Patrick's Day,https://www.allrecipes.com/recipe/7284/irish-cream-chocolate-cheesecake/
Irish Lamb Stew,672,10,39.3 ,26.3,46.4 ,163 ,1189 ,St. Patrick's Day,https://www.allrecipes.com/recipe/16035/irish-lamb-stew/
Irish Shepherd's Pie,517,8,28.3 ,37.2,29.2 ,132 ,301 ,St. Patrick's Day,https://www.allrecipes.com/recipe/220519/irish-shepherds-pie/
Rainbow Cookies,61,96,3.3 ,7.4,0.8 ,13 ,17 ,St. Patrick's Day,https://www.allrecipes.com/recipe/10118/rainbow-cookies/
Chocolate Mint Dessert Brownies,286,24,13.8 ,39.5,2.4 ,59 ,101 ,St. Patrick's Day,https://www.allrecipes.com/recipe/11363/chocolate-mint-dessert-brownies/
Glazed Corned Beef,463,7,24.3 ,38.1,23.8 ,125 ,1725 ,St. Patrick's Day,https://www.allrecipes.com/recipe/17855/glazed-corned-beef/
Beef and Irish Stout Stew,518,6,36.1 ,14.2,29.4 ,101 ,160 ,St. Patrick's Day,https://www.allrecipes.com/recipe/70298/beef-and-irish-stout-stew/
Colcannon,302,5,19.7 ,28.6,5.3 ,53 ,180 ,St. Patrick's Day,https://www.allrecipes.com/recipe/15644/colcannon/
Baked Corned Beef and Cabbage,515,8,24.4 ,49.2,25.5 ,117 ,1348 ,St. Patrick's Day,https://www.allrecipes.com/recipe/27024/baked-corned-beef-and-cabbage/
Chef John's Irish Pork Stew,401,6,19.4 ,32.9,20.3 ,68 ,768 ,St. Patrick's Day,https://www.allrecipes.com/recipe/236988/chef-johns-irish-pork-stew/
Corned Beef and Cabbage II,482,8,34.1 ,16.9,27.5 ,134 ,1680 ,St. Patrick's Day,https://www.allrecipes.com/recipe/57905/corned-beef-and-cabbage-ii/
Special Irish Beef Stew,435,6,18.6 ,41.9,26.7 ,66 ,607 ,St. Patrick's Day,https://www.allrecipes.com/recipe/29661/special-irish-beef-stew/
Irish Potato Casserole,256,6,21.3 ,10.4,6.9 ,116 ,603 ,St. Patrick's Day,https://www.allrecipes.com/recipe/13912/irish-potato-casserole/
Irish Tea Cake,273,10,10.7 ,40.6,4 ,63 ,273 ,St. Patrick's Day,https://www.allrecipes.com/recipe/27028/irish-tea-cake/
Irish Bacon And Cabbage Soup,276,4,8.1 ,38.4,12.3 ,21 ,825 ,St. Patrick's Day,https://www.allrecipes.com/recipe/100378/irish-bacon-and-cabbage-soup/
Creamed Cabbage,251,6,20.3 ,14,5.6 ,41 ,645 ,St. Patrick's Day,https://www.allrecipes.com/recipe/163145/creamed-cabbage/
Apple and Brown Sugar Corned Beef,672,10,23.5 ,87.2,30.5 ,117 ,1438 ,St. Patrick's Day,https://www.allrecipes.com/recipe/216933/apple-and-brown-sugar-corned-beef/
Luck o' the Irish Brownie,744,12,40.3 ,98.1,5 ,82 ,294 ,St. Patrick's Day,https://www.allrecipes.com/recipe/162836/luck-o-the-irish-brownie/
Irish Brown Soda Bread,165,12,1.3 ,33,7.5 ,2 ,354 ,St. Patrick's Day,https://www.allrecipes.com/recipe/17873/irish-brown-soda-bread/
Irish Champ,326,4,13 ,46.8,7.8 ,35 ,420 ,St. Patrick's Day,https://www.allrecipes.com/recipe/100295/irish-champ/
Chef John's Corned Beef and Cabbage ,380,8,19.6 ,29,22.4 ,99 ,1504 ,St. Patrick's Day,https://www.allrecipes.com/recipe/236601/chef-johns-corned-beef-and-cabbage/
Deluxe Corned Beef Hash,320,8,14.1 ,24.6,24.7 ,81 ,1559 ,St. Patrick's Day,https://www.allrecipes.com/recipe/216981/deluxe-corned-beef-hash/
Easy Corned Beef and Cabbage,647,6,34.3 ,45.8,38.8 ,123 ,2852 ,St. Patrick's Day,https://www.allrecipes.com/recipe/222592/easy-corned-beef-and-cabbage/
Guinness® Bread,185,12,4.8 ,30.3,4.5 ,11 ,400 ,St. Patrick's Day,https://www.allrecipes.com/recipe/109907/guinness-bread/
Guinness® and Chocolate Cheesecake,521,12,37.3 ,41.9,8.2 ,130 ,291 ,St. Patrick's Day,https://www.allrecipes.com/recipe/61410/guinness-and-chocolate-cheesecake/
Irish Beef Stew,597,8,26.8 ,62.5,27.6 ,82 ,498 ,St. Patrick's Day,https://www.allrecipes.com/recipe/100839/irish-beef-stew/
The Humble Shepherd,566,6,34.4 ,36,30.5 ,130 ,1038 ,St. Patrick's Day,https://www.allrecipes.com/recipe/76519/the-humble-shepherd/
Chocolate Beer Cupcakes With Whiskey Filling And Irish Cream Icing,387,24,20.3 ,48.8,3.3 ,61 ,253 ,St. Patrick's Day,https://www.allrecipes.com/recipe/220447/chocolate-beer-cupcakes-with-whiskey-filling-and-irish-cream-icing/
Irish Boiled Dinner (Corned Beef),918,6,35.7 ,106.6,47 ,179 ,2248 ,St. Patrick's Day,https://www.allrecipes.com/recipe/30918/irish-boiled-dinner-corned-beef/
Jim's Cheddar Onion Soda Bread,264,12,9.1 ,36.9,8.2 ,24 ,487 ,St. Patrick's Day,https://www.allrecipes.com/recipe/216934/jims-cheddar-onion-soda-bread/
True Bangers and Mash with Onion Gravy,516,4,19.8 ,50.4,14.1 ,58 ,1414 ,St. Patrick's Day,https://www.allrecipes.com/recipe/216071/true-bangers-and-mash-with-onion-gravy/
Stout Slow Cooker Corned Beef and Veggies,289,16,9.9 ,39.1,12.3 ,50 ,639 ,St. Patrick's Day,https://www.allrecipes.com/recipe/220555/stout-slow-cooker-corned-beef-and-veggies/
Irish Stew,609,6,35.1 ,43.4,29.8 ,109 ,325 ,St. Patrick's Day,https://www.allrecipes.com/recipe/100292/irish-stew/
Irish Soda Bread Cookies,73,36,2.8 ,11.1,1.1 ,12 ,56 ,St. Patrick's Day,https://www.allrecipes.com/recipe/10656/irish-soda-bread-cookies/
Perfect St. Patrick's Day Cake,579,16,30.5 ,73.2,4.9 ,91 ,380 ,St. Patrick's Day,https://www.allrecipes.com/recipe/213341/perfect-st-patricks-day-cake/
Irish Ginger Snaps,87,36,4.5 ,11,0.9 ,5 ,36 ,St. Patrick's Day,https://www.allrecipes.com/recipe/10737/irish-ginger-snaps/
Colcannon Bake,237,8,15.4 ,20.6,5.7 ,62 ,428 ,St. Patrick's Day,https://www.allrecipes.com/recipe/213337/colcannon-bake/
Irish Soda Farls,252,4,1.2 ,50.6,8.5 ,2 ,671 ,St. Patrick's Day,https://www.allrecipes.com/recipe/100502/irish-soda-farls/
Grandpa McAndrew's Irish Soda Bread,255,8,4 ,47.6,6.9 ,24 ,153 ,St. Patrick's Day,https://www.allrecipes.com/recipe/34900/grandpa-mcandrews-irish-soda-bread/
Chef John's Irish Stew ,508,6,29.1 ,28.6,32.1 ,120 ,466 ,St. Patrick's Day,https://www.allrecipes.com/recipe/236603/chef-johns-irish-stew/
